cluster	system	occurrence
1886	RM_type_II	100
1887	RM_type_II	94.7
1887	DMS_other	4.55
1888	Lamassu_Family	100
1889	cas_type_other	9.16
1889	cas_type_III-D	90.84
1890	meta	100
1891	meta	98.47
1892	RM_type_II	7.63
1892	DMS_other	22.9
1892	meta	69.47
1893	RM_type_II	96.95
1894	RM_type_IV	99.24
1895	cas_type_I-E	99.24
1896	meta	98.46
1897	Dpd	96.15
1897	meta	3.85
1898	cas_type_III-D	12.31
1898	cas_type_other	87.69
1899	RM_type_IIG	100
1900	cas_type_IV-B	86.15
1900	cas_type_other	13.85
1901	meta	98.45
1902	cas_adaptation	10.85
1902	meta	3.1
1902	cas_type_II-B	79.84
1902	cas_type_other	6.2
1903	wadjet_type_II	75.97
1903	wadjet_other	23.26
1904	gabija	99.22
1905	cas_type_I-C	10.16
1905	cas_type_I-B1	75.78
1905	cas_type_other	14.06
1906	meta	98.44
1907	cas_type_I-E	100
1908	DRT_class_I	100
1909	cbass_type_II	3.12
1909	cbass_other	3.12
1909	meta	3.12
1909	cbass_type_IV	4.69
1909	cbass_type_III	84.38
1910	DMS_other	10.24
1910	meta	89.76
1911	meta	3.15
1911	cas_type_other	96.85
1912	RosmerTA	100
1913	mza_other	3.15
1913	mza	96.85
1914	DRT_other	4.76
1914	retron_XIII	95.24
1915	DRT_other	25.4
1915	meta	56.35
1915	retron_VI	18.25
1916	meta	100
1917	meta	100
1918	zorya_other	6.35
1918	meta	93.65
1919	DMS_other	83.33
1919	disarm_type_II	3.17
1919	disarm_type_I	13.49
1920	ShosTA	100
1921	RM_type_II	100
1922	Lamassu_Family	100
1923	cas_type_other	3.97
1923	cas_type_III-B	95.24
1924	druantia_other	100
1925	RM_type_I	85.6
1925	DMS_other	14.4
1926	cas_type_I-D	4.8
1926	meta	27.2
1926	cas_type_I-A	4.8
1926	cas_type_I-B1	61.6
1927	PD-T4-6	100
1928	septu_type_I	84
1928	retron_I-A	12.8
1928	septu_other	3.2
1929	DRT_other	6.45
1929	meta	91.94
1930	meta	98.39
1931	meta	96.77
1931	gabija	3.23
1932	DMS_other	83.06
1932	meta	16.94
1933	zorya_other	80.65
1933	meta	19.35
1934	hachiman_type_I	100
1935	DMS_other	66.13
1935	disarm_type_II	33.87
1936	cas_type_III-D	100
1937	argonaute_type_III	93.55
1937	argonaute_other	6.45
1938	septu_type_I	100
1939	Borvo	100
1940	ShosTA	98.39
1941	cas_type_other	80.65
1941	cas_type_III-B	17.74
1942	AbiL	43.9
1942	meta	39.84
1942	DMS_other	13.01
1943	RM_type_II	100
1944	cas_type_VI	6.5
1944	cas_type_other	31.71
1944	cas_type_I-D	15.45
1944	cas_adaptation	8.94
1944	cas_type_III-D	26.02
1944	cas_type_III-B	11.38
1945	cas_type_I-B1	97.56
1946	cas_type_III-A	28.46
1946	cas_type_other	26.83
1946	meta	4.88
1946	cas_type_III-D	14.63
1946	cas_type_III-B	25.2
1947	AbiE	99.19
1948	Mokosh_TypeII	54.1
1948	meta	44.26
1949	RM_type_II	100
1950	TerY-P	50
1950	TerY-P_other	49.18
1951	argonaute_type_III	86.89
1951	meta	6.56
1951	argonaute_other	6.56
1952	AbiE	99.18
1953	AbiQ	100
1954	argonaute_solo	98.36
1955	cas_type_I-E	96.72
1955	cas_type_other	3.28
1956	meta	100
1957	meta	81.82
1957	Juk	18.18
1958	SEFIR	99.17
1959	septu_type_I	90.08
1959	retron_I-A	9.09
1960	zorya_type_III	100
1961	cas_type_other	18.18
1961	cas_type_III-D	81.82
1962	meta	99.17
1963	mza_other	58.33
1963	mza	41.67
1964	HEC-08	93.33
1964	meta	5
1965	cas_type_other	10.83
1965	cas_type_III-B	88.33
1966	brex_type_I	83.33
1966	DMS_other	16.67
1967	meta	6.67
1967	cas_type_other	35
1967	cas_type_III-D	58.33
1968	Dazbog	98.33
1969	cas_type_I-D	90.83
1969	cas_type_III-D	6.67
1970	ShosTA	100
1971	septu_type_I	3.36
1971	gabija	16.81
1971	meta	73.11
1972	meta	100
1973	thoeris_type_I	21.85
1973	meta	78.15
1974	meta	100
1975	meta	99.16
1976	cas_type_I-B1	94.12
1976	cas_type_other	5.88
1977	meta	61.34
1977	Lamassu_Family	38.66
1978	Olokun	100
1979	meta	99.15
1980	cas_type_I-B1	89.83
1980	meta	5.93
1980	cas_type_other	4.24
1981	wadjet_other	100
1982	Helicase-DUF2290	99.15
1983	cas_type_IV-E	8.47
1983	cas_type_other	15.25
1983	cas_type_IV-A	74.58
1984	ISG15-like_other	15.25
1984	ISG15-like	84.75
1985	meta	11.86
1985	PsyrTA	6.78
1985	ShosTA	81.36
1986	argonaute_type_I	100
1987	wadjet_other	77.97
1987	wadjet_type_I	22.03
1988	meta	100
1989	meta	100
1990	meta	98.29
1991	meta	100
1992	meta	100
1993	meta	9.4
1993	Paris	90.6
1994	RM_type_II	6.84
1994	DMS_other	65.81
1994	meta	27.35
1995	RM_type_II	100
1996	Lamassu_other	10.26
1996	Lamassu_Family	89.74
1997	cas_type_III-B	30.77
1997	cas_type_III-A	13.68
1997	cas_type_other	21.37
1997	meta	10.26
1997	cas_type_III-D	23.93
1998	PT_PbeABCD	62.39
1998	meta	35.04
1999	Mokosh_TypeI	6.9
1999	DMS_other	22.41
1999	meta	70.69
2000	cbass_type_II	76.72
2000	cbass_type_IIs	17.24
2000	meta	4.31
2001	darTG	99.14
2002	meta	25.86
2002	DRT_class_I	74.14
2003	Lamassu_Family	98.28
2004	wadjet_type_III	94.83
2004	wadjet_other	5.17
2005	RM_type_II	98.28
2006	DRT_class_I	100
2007	meta	100
2008	RosmerTA	100
2009	cas_type_I-D	75.65
2009	meta	6.09
2009	cas_type_other	18.26
2010	brex_type_V	65.22
2010	DMS_other	34.78
2011	DRT_other	3.51
2011	meta	89.47
2011	DMS_other	5.26
2012	meta	100
2013	RosmerTA	100
2014	wadjet_type_II	80.7
2014	wadjet_other	19.3
2015	DRT_class_II	98.25
2016	Dazbog	100
2017	cas_type_III-A	64.91
2017	cas_type_other	35.09
2018	PD-T7-3	100
2019	PifA	100
2020	Mokosh_TypeI	100
2021	PD-T4-6	100
2022	meta	100
2023	meta	98.23
2024	meta	100
2025	cas_type_III-A	72.57
2025	cas_type_other	27.43
2026	Juk	99.12
2027	DRT_other	30.09
2027	meta	6.19
2027	DRT_class_II	63.72
2028	meta	5.31
2028	cbass_type_IIs	94.69
2029	RM_type_II	6.25
2029	DMS_other	32.14
2029	meta	61.61
2030	meta	98.21
2031	meta	100
2032	meta	100
2033	RM_type_II	99.11
2034	Hydrolase-TM	98.21
2035	Mokosh_TypeI	94.64
2035	meta	5.36
2036	meta	100
2037	DRT_other	7.21
2037	meta	90.99
2038	meta	100
2039	DMS_other	77.48
2039	meta	19.82
2040	cas_type_III-A	31.53
2040	meta	55.86
2040	cas_type_III-D	10.81
2041	RosmerTA	100
2042	DMS_other	34.23
2042	brex_type_VI	64.86
2043	meta	3.6
2043	viperin_solo	96.4
2044	cas_type_III-A	70.27
2044	cas_type_other	29.73
2045	DRT_other	3.6
2045	meta	47.75
2045	DMS_other	45.05
2046	RM_type_II	98.2
2047	RM_type_II	96.4
2047	DMS_other	3.6
2048	meta	96.36
2048	Juk	3.64
2049	DMS_other	69.09
2049	meta	30.91
2050	wadjet_type_III	33.64
2050	wadjet_other	65.45
2051	RosmerTA	100
2052	DMS_other	17.27
2052	hma	80.91
2053	ShosTA	99.09
2054	cas_type_other	20.91
2054	cas_type_III-D	79.09
2055	cas_type_other	8.18
2055	cas_type_III-B	90.91
2056	meta	98.17
2057	meta	100
2058	DRT_other	64.22
2058	meta	19.27
2058	DRT_class_I	7.34
2058	DRT_class_II	9.17
2059	DMS_other	66.06
2059	meta	33.94
2060	cas_type_other	12.84
2060	cas_type_III-B	87.16
2061	meta	100
2062	meta	100
2063	retron_III-A	97.22
2064	DMS_other	3.7
2064	meta	96.3
2065	meta	100
2066	RosmerTA	98.15
2067	cas_type_III-D	97.22
2068	AbiL	100
2069	RM_type_II	96.3
2069	DMS_other	3.7
2070	Tiamat	100
2071	meta	98.13
2072	meta	100
2073	Mokosh_TypeI	99.07
2074	AVAST_type_III	99.07
2075	DRT_other	29.91
2075	retron_VI	64.49
2076	meta	100
2077	meta	15.09
2077	VSPR	84.91
2078	meta	100
2079	cas_type_I-C	98.11
2080	Mokosh_TypeI	100
2081	argonaute_other	3.77
2081	argonaute_type_II	96.23
2082	upx	100
2083	RM_type_II	50.94
2083	DMS_other	33.02
2083	meta	16.04
2084	AbiZ	100
2085	Menshen	99.06
2086	Mokosh_TypeI	100
2087	thoeris_type_I	82.08
2087	meta	17.92
2088	meta	100
2089	cas_type_III-A	96.19
2089	cas_type_other	3.81
2090	ShosTA	99.05
2091	AbiE	98.1
2092	cas_type_I-B1	17.14
2092	meta	80.95
2093	cas_type_other	3.81
2093	cas_type_III-B	95.24
2094	meta	98.08
2095	meta	96.15
2095	cas_type_other	3.85
2096	DMS_other	25
2096	meta	53.85
2096	PsyrTA	7.69
2096	ShosTA	13.46
2097	RM_type_II	4.81
2097	meta	49.04
2097	retron_VI	32.69
2097	DMS_other	11.54
2098	AbiD	100
2099	cas_type_I-B1	69.23
2099	cas_type_other	30.77
2100	cbass_type_II	71.15
2100	cbass_other	7.69
2100	meta	5.77
2100	cbass_type_IIs	13.46
2101	cas_type_III-A	96.15
2101	cas_type_other	3.85
2102	TerY-P	41.35
2102	meta	10.58
2102	TerY-P_other	48.08
2103	argonaute_type_III	92.31
2103	argonaute_other	7.69
2104	cas_type_I-E	90.38
2104	cas_type_other	8.65
2105	zorya_other	32.69
2105	zorya_type_I	67.31
2106	meta	100
2107	meta	100
2108	cas_type_I-B1	15.53
2108	meta	82.52
2109	septu_type_I	100
2110	RM_type_II	100
2111	cas_type_III-A	5.83
2111	cas_type_other	21.36
2111	cas_adaptation	13.59
2111	cas_type_III-D	46.6
2111	cas_type_III-B	9.71
2112	meta	100
2113	RM_type_II	4.9
2113	DRT_other	3.92
2113	meta	89.22
2114	meta	9.8
2114	argonaute_type_II	90.2
2115	argonaute_type_III	96.08
2116	cas_type_III-H	80.39
2116	cas_type_other	17.65
2117	AVAST_type_III	100
2118	brex_type_I	79.41
2118	DMS_other	18.63
2119	ietAS	100
2120	AbiD	100
2121	AbiL	99.02
2122	TerY-P	100
2123	AbiL	100
2124	wadjet_type_II	82.35
2124	wadjet_other	17.65
2125	meta	97.03
2126	meta	97.03
2127	pycsar_other	9.9
2127	pycsar_effector	89.11
2128	kiwa	97.03
2129	cas_type_III-B	9.9
2129	cas_type_other	90.1
2130	DRT_class_I	100
2131	meta	100
2132	meta	15
2132	cas_type_III-H	64
2132	cas_type_other	19
2133	meta	100
2134	DMS_other	33
2134	meta	27
2134	HEC-06	40
2135	meta	15
2135	cas_type_III-D	4
2135	cas_type_III-H	59
2135	cas_type_other	22
2136	AbiE	98
2137	RM_type_II	100
2138	meta	84.85
2138	cas_type_other	15.15
2139	cas_type_III-A	6.06
2139	cas_type_other	8.08
2139	meta	6.06
2139	cas_type_III-D	65.66
2139	cas_type_III-B	14.14
2140	AbiL	100
2141	RM_type_II	100
2142	AbiE	98.99
2143	meta	20.2
2143	cas_type_III-H	68.69
2143	cas_type_other	11.11
2144	RM_type_II	98.99
2145	meta	5.05
2145	Paris	94.95
2146	meta	97.96
2147	meta	97.96
2148	meta	95.92
2148	AbiL	4.08
2149	meta	7.14
2149	PD-T4-6	86.73
2149	cas_type_III-B	4.08
2150	meta	95.92
2151	meta	3.06
2151	Dynamins	96.94
2152	DRT_class_I	100
2153	cas_type_III-B	6.12
2153	meta	4.08
2153	cas_type_other	87.76
2154	kiwa	100
2155	meta	3.06
2155	gop_beta_cll	96.94
2156	Olokun	97.96
2157	cas_type_I-C	97.96
2158	DMS_other	26.53
2158	brex_type_VI	73.47
2159	cbass_type_II	6.12
2159	cbass_type_I	67.35
2159	cas_type_other	14.29
2159	cas_type_III-B	10.2
2160	cas_type_IV-B	94.9
2160	cas_type_other	5.1
2161	cas_type_III-B	21.65
2161	cas_type_III-A	13.4
2161	cas_type_other	24.74
2161	meta	5.15
2161	cas_type_III-D	35.05
2162	cas_type_III-B	20.62
2162	cas_type_III-A	12.37
2162	cas_type_other	22.68
2162	cas_adaptation	22.68
2162	cas_type_III-D	20.62
2163	PD-T4-4	98.97
2164	septu_type_I	72.16
2164	retron_I-A	25.77
2165	cbass_other	4.12
2165	cbass_type_II	10.31
2165	cbass_type_I	85.57
2166	cas_type_other	100
2167	Lamassu_Family	98.97
2168	DRT_other	16.67
2168	meta	81.25
2169	DRT_other	7.29
2169	retron_III-A	16.67
2169	retron_II-A	8.33
2169	retron_outgroup	4.17
2169	retron_XIII	61.46
2170	Lamassu_other	6.25
2170	Lamassu_Family	93.75
2171	meta	8.33
2171	Lamassu_Family	89.58
2172	argonaute_type_II	97.92
2173	PD-T7-3	100
2174	meta	4.17
2174	septu_type_I	95.83
2175	hachiman_other	4.17
2175	meta	4.17
2175	hachiman_type_I	91.67
2176	DMS_other	96.88
2176	meta	3.12
2177	cas_type_I-D	88.54
2177	meta	9.38
2178	PD-T4-6	100
2179	DMS_other	21.05
2179	meta	76.84
2180	DRT_other	12.63
2180	meta	87.37
2181	TerY-P	97.89
2182	AbiE	98.95
2183	DMS_other	93.68
2183	meta	6.32
2184	TerY-P	70.53
2184	TerY-P_other	29.47
2185	cbass_type_IIs	4.21
2185	cbass_type_I	95.79
2186	meta	15.79
2186	cas_type_III-H	67.37
2186	cas_type_other	14.74
2187	cas_type_I-A	70.53
2187	cas_type_other	29.47
2188	DMS_other	27.66
2188	meta	72.34
2189	mza_other	55.32
2189	mza	44.68
2190	DMS_other	25.53
2190	brex_type_VI	74.47
2191	argonaute_type_III	87.23
2191	argonaute_other	12.77
2192	cas_type_III-A	89.36
2192	cas_type_other	10.64
2193	meta	4.26
2193	kiwa	95.74
2194	AVAST_type_II	100
2195	RM_type_II	97.87
2196	thoeris_type_I	98.94
2197	meta	100
2198	meta	93.55
2198	cas_type_other	4.3
2199	meta	100
2200	meta	100
2201	cas_type_III-A	39.78
2201	cas_type_other	4.3
2201	cas_type_III-D	51.61
2202	druantia_type_III	100
2203	cas_type_III-B	15.05
2203	cas_type_III-A	9.68
2203	cas_type_other	17.2
2203	meta	10.75
2203	cas_type_III-D	45.16
2204	cbass_type_I	100
2205	cas_type_I-E	96.77
2205	cas_type_other	3.23
2206	RM_type_II	95.7
2207	zorya_other	100
2208	meta	3.23
2208	druantia_type_IV	23.66
2208	druantia_other	73.12
2209	RM_type_II	12.9
2209	RM_type_I	74.19
2209	DMS_other	12.9
2210	DMS_other	15.22
2210	meta	84.78
2211	RM_type_II	58.7
2211	DMS_other	41.3
2212	AbiD	100
2213	Lamassu_other	3.26
2213	Lamassu_Family	96.74
2214	wadjet_other	23.91
2214	wadjet_type_I	76.09
2215	Lamassu_Family	95.65
2216	cas_type_other	17.39
2216	cas_type_IV-A	82.61
2217	Menshen	97.83
2218	RM_type_I	90.22
2218	DMS_other	9.78
2219	cas_type_III-B	97.83
2220	meta	100
2221	meta	5.49
2221	Azaca	94.51
2222	meta	95.6
2222	AbiT	4.4
2223	kiwa	98.9
2224	kiwa	100
2225	cas_type_III-B	78.02
2225	cas_type_III-A	6.59
2225	cas_type_other	10.99
2226	cbass_type_IIs	47.25
2226	cbass_type_III	4.4
2226	cbass_type_I	47.25
2227	RM_type_I	10.99
2227	DMS_other	89.01
2228	druantia_type_III	98.9
2229	RM_type_II	95.6
2230	cas_type_I-B1	89.01
2230	meta	4.4
2230	cas_type_other	4.4
2231	cas_type_other	37.36
2231	cas_type_III-D	62.64
2232	cas_type_III-B	100
2233	DMS_other	68.13
2233	meta	29.67
2234	argonaute_type_III	95.6
2234	argonaute_other	4.4
2235	meta	42.86
2235	Lamassu_Family	57.14
2236	meta	92.22
2236	cas_type_other	3.33
2237	meta	100
2238	meta	97.78
2239	PD-T4-6	100
2240	AbiE	97.78
2241	SoFic	100
2242	cas_type_III-B	95.56
2243	pycsar_effector	97.78
2244	DRT_class_I	100
2245	DMS_other	11.11
2245	disarm_type_II	88.89
2246	retron_VI	97.78
2247	kiwa	100
2248	cas_type_III-A	11.11
2248	meta	53.33
2248	cas_type_III-B	15.56
2248	cas_type_other	20
2249	Lamassu_Family	100
2250	BstA	100
2251	meta	100
2252	meta	97.75
2253	meta	100
2254	meta	100
2255	meta	100
2256	meta	100
2257	Dpd	34.83
2257	meta	48.31
2257	DMS_other	16.85
2258	meta	4.49
2258	gabija	95.51
2259	cas_type_I-G	97.75
2260	RM_type_II	89.89
2260	meta	8.99
2261	PD-T4-6	100
2262	cas_type_III-B	11.24
2262	cas_type_III-A	31.46
2262	cas_type_other	14.61
2262	cas_adaptation	38.2
2263	RM_type_II	100
2264	cas_type_other	13.48
2264	cas_type_III-D	86.52
2265	AbiL	100
2266	cbass_type_IIs	87.64
2266	pycsar_other	11.24
2267	meta	100
2268	thoeris_type_I	43.18
2268	meta	56.82
2269	TerY-P	94.32
2269	TerY-P_other	5.68
2270	druantia_type_II	68.18
2270	druantia_other	31.82
2271	Lamassu_other	4.55
2271	Lamassu_Family	95.45
2272	kiwa	100
2273	cas_type_III-D	97.73
2274	meta	20.45
2274	cas_type_III-H	68.18
2274	cas_type_other	11.36
2275	DMS_other	6.82
2275	PD-Lambda-5	93.18
2276	AbiE	100
2277	shedu	100
2278	AbiL	100
2279	cas_type_III-B	4.55
2279	meta	3.41
2279	cas_type_III-H	4.55
2279	cas_type_other	87.5
2280	AbiL	100
2281	cbass_other	9.09
2281	cbass_type_I	4.55
2281	cbass_type_II	84.09
2282	meta	100
2283	meta	93.1
2283	cas_type_other	6.9
2284	meta	97.7
2285	DMS_other	82.76
2285	meta	17.24
2286	RM_type_II	100
2287	Dazbog	100
2288	cbass_type_IIs	98.85
2289	cas_type_I-D	100
2290	cas_type_II-A	82.76
2290	cas_type_other	17.24
2291	meta	83.72
2291	septu_type_I	13.95
2292	meta	90.7
2292	septu_type_I	6.98
2293	meta	23.26
2293	cas_type_III-H	66.28
2293	cas_type_other	10.47
2294	thoeris_type_I	16.28
2294	meta	72.09
2294	Lamassu_Family	6.98
2294	SEFIR	4.65
2295	DRT_other	4.65
2295	retron_VI	95.35
2296	cas_type_other	6.98
2296	cas_type_I-F1	93.02
2297	cas_type_II-A	95.35
2297	cas_type_other	4.65
2298	meta	6.98
2298	AVAST_type_III	93.02
2299	PD-T4-6	100
2300	cas_type_I-B1	100
2301	SoFic	100
2302	DRT_class_I	100
2303	meta	100
2304	RM_type_II	75.29
2304	DMS_other	16.47
2304	meta	8.24
2305	cas_type_III-A	36.47
2305	cas_type_other	3.53
2305	meta	15.29
2305	cas_type_III-D	42.35
2306	meta	3.53
2306	cbass_type_III	96.47
2307	RM_type_II	100
2308	DMS_other	47.06
2308	meta	50.59
2309	PD-T4-6	100
2310	Menshen	88.24
2310	Menshen_other	11.76
2311	Menshen	88.24
2311	Menshen_other	11.76
2312	DMS_other	95.29
2312	meta	4.71
2313	cas_type_I-A	92.94
2313	cas_type_other	4.71
2314	cas_type_III-A	46.43
2314	meta	4.76
2314	cas_type_III-B	34.52
2314	cas_type_other	14.29
2315	meta	67.86
2315	cas_type_other	32.14
2316	thoeris_type_I	88.1
2316	meta	9.52
2317	DMS_other	4.76
2317	meta	92.86
2318	RM_type_II	63.1
2318	DMS_other	17.86
2318	meta	8.33
2318	VSPR	10.71
2319	PD-T4-6	100
2320	meta	90.48
2320	septu_type_I	9.52
2321	RM_type_II	100
2322	cbass_type_I	7.14
2322	cbass_other	7.14
2322	cbass_type_IV	80.95
2323	kiwa	100
2324	AbiE	98.81
2325	Mokosh_TypeI	100
2326	cas_type_I-B1	91.67
2326	cas_type_other	8.33
2327	meta	95.18
2328	DMS_other	30.12
2328	meta	4.82
2328	HEC-06	65.06
2329	meta	72.29
2329	AbiL	25.3
2330	septu_type_I	98.8
2331	DMS_other	100
2332	cas_type_I-B1	92.77
2332	cas_type_other	7.23
2333	cas_type_I-C	98.8
2334	DMS_other	61.45
2334	meta	38.55
2335	meta	85.37
2335	cas_type_other	14.63
2336	Shango	100
2337	RM_type_II	95.12
2337	DMS_other	4.88
2338	argonaute_type_II	97.56
2339	Uzume	100
2340	cas_type_I-B1	85.37
2340	meta	4.88
2340	cas_type_other	9.76
2341	PD-T4-6	100
2342	Menshen	95.12
2342	Menshen_other	4.88
2343	cas_type_III-D	97.56
2344	meta	4.88
2344	septu_type_I	95.12
2345	DRT_other	4.94
2345	meta	95.06
2346	AbiG	100
2347	kiwa	100
2348	DMS_other	97.53
2349	PD-T4-2	98.77
2350	DRT_class_III	100
2351	Lamassu_Family	100
2352	cas_type_I-B1	83.95
2352	cas_type_other	16.05
2353	meta	100
2354	RM_type_II	41.25
2354	DMS_other	36.25
2354	meta	20
2355	meta	95
2356	RM_type_II	7.5
2356	meta	90
2357	DMS_other	12.5
2357	meta	87.5
2358	RosmerTA	100
2359	meta	15
2359	septu_type_I	85
2360	shedu	100
2361	kiwa	97.5
2362	cas_type_other	5
2362	cas_type_IV-A	95
2363	Lamassu_other	10
2363	Lamassu_Family	87.5
2364	DMS_other	100
2365	AbiE	100
2366	meta	5
2366	Dynamins	95
2367	2TM-1TM-TIR	12.66
2367	meta	87.34
2368	thoeris_type_I	37.97
2368	thoeris_type_II	55.7
2368	thoeris_other	5.06
2369	meta	69.62
2369	cas_type_other	30.38
2370	meta	3.8
2370	cbass_type_IIs	96.2
2371	zorya_other	100
2372	RM_type_II	97.47
2373	cas_type_other	10.13
2373	cas_type_II-A	89.87
2374	wadjet_type_II	77.22
2374	wadjet_other	22.78
2375	RM_type_II	100
2376	PD-T4-9	98.73
2377	cas_type_III-A	100
2378	ISG15-like_other	96.2
2378	meta	3.8
2379	meta	94.87
2379	cbass_type_I	5.13
2380	meta	56.41
2380	cas_type_I-B2	41.03
2381	DMS_other	23.08
2381	meta	66.67
2381	DRT_other	10.26
2382	DRT_other	33.33
2382	meta	17.95
2382	DRT_class_II	48.72
2383	meta	100
2384	meta	100
2385	cas_type_III-D	100
2386	cas_type_IV-A	74.36
2386	cas_type_other	25.64
2387	cas_type_III-B	25.64
2387	cas_type_III-A	53.85
2387	cas_type_other	10.26
2387	meta	7.69
2388	meta	7.69
2388	septu_type_I	92.31
2389	PD-T4-4	100
2390	wadjet_other	25.64
2390	wadjet_type_I	74.36
2391	cas_type_I-B1	100
2392	RosmerTA	100
2393	GAO_20	100
2394	RM_type_II	87.18
2394	DMS_other	10.26
2395	septu_type_I	97.44
2396	meta	92.21
2397	meta	100
2398	DRT_other	10.39
2398	meta	87.01
2399	septu_type_I	90.91
2399	meta	6.49
2400	meta	18.18
2400	cbass_type_IIs	28.57
2400	cbass_type_II	23.38
2400	cbass_type_I	29.87
2401	cas_type_III-B	37.66
2401	cas_type_III-A	46.75
2401	meta	5.19
2401	cas_adaptation	5.19
2402	RM_type_II	100
2403	cas_type_III-D	98.7
2404	kiwa	98.7
2405	meta	63.16
2405	Menshen_other	36.84
2406	DMS_other	7.89
2406	meta	89.47
2407	meta	10.53
2407	cas_type_III-D	85.53
2407	cas_type_other	3.95
2408	DMS_other	10.53
2408	meta	89.47
2409	meta	100
2410	meta	97.37
2411	Lamassu_Family	100
2412	cas_type_III-B	7.89
2412	cas_adaptation	39.47
2412	cas_type_III-D	7.89
2412	cas_type_other	44.74
2413	meta	5.26
2413	ShosTA	94.74
2414	AbiL	100
2415	septu_type_I	100
2416	Lamassu_other	5.26
2416	Lamassu_Family	94.74
2417	SoFic	100
2418	cas_type_I-G	100
2419	RM_type_II	21.33
2419	DMS_other	18.67
2419	meta	60
2420	meta	100
2421	meta	100
2422	DRT_other	4
2422	retron_IX	93.33
2423	meta	100
2424	meta	100
2425	cas_type_III-B	5.33
2425	cas_type_other	94.67
2426	hachiman_type_I	98.67
2427	cas_type_I-G	100
2428	meta	6.67
2428	RADAR	93.33
2429	Menshen	34.67
2429	meta	41.33
2429	Menshen_other	21.33
2430	DMS_other	28
2430	meta	72
2431	RM_type_II	100
2432	meta	22.67
2432	cas_type_III-H	66.67
2432	cas_type_other	10.67
2433	meta	100
2434	DRT_other	5.41
2434	meta	94.59
2435	meta	100
2436	meta	31.08
2436	AbiL	66.22
2437	cas_type_III-A	37.84
2437	cas_adaptation	16.22
2437	cas_type_III-B	16.22
2437	cas_type_other	29.73
2438	PD-T4-6	100
2439	druantia_type_III	100
2440	cbass_other	8.11
2440	meta	16.22
2440	cbass_type_IV	75.68
2441	darTG	91.89
2441	meta	8.11
2442	Dpd	16.22
2442	DMS_other	74.32
2442	meta	6.76
2443	cas_type_other	100
2444	RosmerTA	100
2445	Menshen	91.89
2445	Menshen_other	8.11
2446	cas_type_I-B1	54.05
2446	meta	5.41
2446	cas_type_other	40.54
2447	AbiL	100
2448	DMS_other	94.59
2448	disarm_type_II	5.41
2449	Lamassu_other	5.41
2449	Lamassu_Family	94.59
2450	HEC-08	56.76
2450	Menshen	40.54
2451	cas_type_I-D	83.78
2451	meta	8.11
2451	cas_type_other	8.11
2452	cas_type_I-G	83.78
2452	cas_type_other	16.22
2453	RosmerTA	100
2454	cas_type_other	98.65
2455	PD-T4-6	100
2456	hachiman_other	13.7
2456	meta	34.25
2456	hachiman_type_II	52.05
2457	meta	100
2458	cas_type_I-E	97.26
2459	wadjet_other	42.47
2459	wadjet_type_I	57.53
2460	DMS_other	97.26
2461	meta	97.26
2462	cas_type_III-D	24.66
2462	cas_type_other	75.34
2463	meta	4.11
2463	Paris	95.89
